from,to,score
AT1G32150,AT1G74320,0.043966
AT1G45249,AT3G10420,0.043964
AT3G19290,AT5G49820,0.043958
AT5G51780,AT3G15500,0.043939
AT5G38860,AT5G46870,0.043932
AT3G17100,AT2G37480,0.043931
AT2G41070,AT2G36885,0.043929
AT4G36730,AT3G57800,0.043928
AT3G57800,AT4G22240,0.043928
AT3G57800,AT3G13550,0.043927
AT1G45249,AT4G25670,0.043926
AT2G31280,AT3G57570,0.043925
AT4G02640,AT3G19780,0.043916
AT1G43700,AT5G11630,0.043916
AT5G28770,AT1G74310,0.043914
AT4G16430,AT5G03080,0.043913
AT5G49450,AT2G38820,0.043906
AT1G63650,AT5G50915,0.043899
AT4G36730,AT5G58650,0.043897
AT5G38860,AT4G09500,0.043889
AT5G06960,AT5G61820,0.043889
AT1G68920,AT5G67250,0.043886
AT5G11260,AT4G16490,0.043884
AT1G06070,AT4G24100,0.04388
AT1G31050,AT1G75760,0.04387
AT5G44080,AT1G27595,0.043868
AT3G19290,AT2G21300,0.043866
AT1G45249,AT4G01050,0.043861
AT1G08320,AT3G15780,0.043855
AT1G45249,AT1G42990,0.043853
AT3G58120,AT1G73920,0.043853
AT3G51960,AT1G72210,0.043844
AT3G10800,AT5G44800,0.043833
AT5G61270,AT5G45410,0.043829
AT5G08130,AT5G08680,0.043828
AT1G45249,AT4G24740,0.043827
AT3G10800,AT5G40340,0.043824
AT2G46270,AT2G21300,0.043823
AT1G43700,AT4G17615,0.043819
AT3G26744,AT2G01980,0.04381
AT3G57800,AT1G73170,0.043804
AT5G46690,AT5G09440,0.043803
AT3G56850,AT1G27050,0.043802
AT3G26744,AT5G14640,0.0438
AT2G21230,AT5G24710,0.043795
AT3G54620,AT1G07080,0.043795
AT5G11260,AT3G01370,0.043793
AT3G54620,AT4G36980,0.043793
AT2G21230,AT5G46410,0.043788
AT5G28770,AT1G19000,0.043788
AT2G43060,AT4G37370,0.043787
AT1G43700,AT1G35430,0.043786
AT5G49450,AT3G02230,0.043784
AT3G19290,AT2G17360,0.043773
AT1G63650,AT3G24090,0.043767
AT1G63650,AT2G18780,0.043765
AT1G43700,AT5G65840,0.043757
AT4G17880,AT3G62260,0.043756
AT4G36540,AT3G22370,0.043753
AT2G18300,AT1G07150,0.043745
AT4G36730,AT4G02430,0.043738
AT1G68880,AT3G57870,0.043733
AT2G40620,AT2G14530,0.043732
AT2G40950,AT2G40540,0.043728
AT1G45249,AT4G10960,0.043723
AT3G17100,AT1G10600,0.043719
AT1G32640,AT4G18230,0.043715
AT5G61270,AT1G33290,0.043706
AT2G31730,AT1G67785,0.043705
AT1G62975,AT3G18750,0.043704
AT1G32150,AT1G10120,0.043696
AT3G47640,AT5G64170,0.043696
AT5G24800,AT3G60910,0.043679
AT4G36730,AT1G10360,0.043669
AT4G38900,AT5G02880,0.043663
AT3G23210,AT2G46340,0.04366
AT2G21230,AT1G05460,0.043658
AT3G20640,AT4G14960,0.043658
AT3G23210,AT1G15100,0.043652
AT1G01260,AT1G69010,0.043651
AT4G01120,AT5G11700,0.043642
AT5G06960,AT1G74450,0.043638
AT4G17880,AT4G01280,0.043635
AT2G40620,AT3G18215,0.043635
AT3G10800,AT3G54620,0.043624
AT5G11260,AT3G21220,0.043622
AT2G46270,AT2G46830,0.043615
AT5G15830,AT1G72820,0.043603
AT1G68920,AT1G72990,0.043603
AT5G49450,AT1G75560,0.043587
AT3G62090,AT1G08592,0.043584
AT2G18300,AT4G00050,0.043581
AT1G61660,AT5G51740,0.043581
AT2G24260,AT2G45730,0.04358
AT2G21230,AT4G38900,0.043575
AT1G05805,AT4G35783,0.043573
AT5G24800,AT1G10610,0.043573
AT1G68810,AT2G18740,0.043572
AT1G19490,AT4G17550,0.043568
AT1G43700,AT4G29420,0.043567
AT1G19490,AT4G09180,0.043567
AT3G20640,AT1G53750,0.043567
AT3G62090,AT1G01260,0.043565
AT3G19290,AT2G46535,0.043564
AT2G46270,AT1G48330,0.043562
AT5G46760,AT4G19020,0.043553
AT5G49450,AT3G08640,0.043542
AT2G31280,AT2G21230,0.04354
AT1G19490,AT2G45990,0.043536
AT1G49720,AT1G21750,0.043534
AT3G56850,AT5G16150,0.043528
AT5G53210,AT4G33010,0.043527
AT5G61270,AT5G65140,0.043524
AT2G31280,AT2G35630,0.043524
AT4G02640,AT5G21990,0.043523
AT2G24260,AT1G18460,0.043519
AT1G45249,AT2G45680,0.043518
AT3G17100,AT3G56850,0.043517
AT1G43700,AT5G16050,0.043516
AT5G49450,AT1G33170,0.043509
AT3G23210,AT5G57610,0.043501
AT5G24800,AT1G79150,0.04349
AT1G68920,AT3G17740,0.043489
AT4G36730,AT4G14960,0.043489
AT5G46760,AT4G22220,0.043479
AT2G22850,AT5G02860,0.043477
AT5G46690,AT3G06030,0.043471
AT5G61270,AT4G11240,0.043468
AT4G02640,AT5G02380,0.043467
AT4G29100,AT3G18290,0.043463
AT3G10800,AT2G42620,0.043454
AT5G08130,AT2G40540,0.043452
AT5G28770,AT4G22240,0.043449
AT4G36730,AT1G20510,0.043448
AT1G06070,AT5G63640,0.043443
AT5G54680,AT5G18920,0.043441
AT2G40620,AT5G57785,0.043438
AT4G36730,AT1G56220,0.043438
AT4G02640,AT2G38130,0.043434
AT4G36540,AT5G09590,0.043427
AT1G62975,AT3G57540,0.043427
AT1G43700,AT1G68110,0.043426
AT5G15830,AT3G55120,0.043424
AT1G12860,AT2G18193,0.043418
AT2G21230,AT4G34138,0.043418
AT1G68920,AT3G57870,0.043415
AT5G28770,AT1G77090,0.043414
AT4G36540,AT3G18950,0.043411
AT2G16770,AT3G02230,0.04341
AT2G31280,AT1G16540,0.043406
AT1G06070,AT2G01720,0.043405
AT3G19290,AT2G46270,0.043402
AT3G56850,AT1G16560,0.043402
AT1G71200,AT4G18360,0.043402
AT1G32640,AT5G02810,0.043399
AT3G54620,AT2G46800,0.043398
AT1G45249,AT5G57015,0.043395
AT4G36730,AT1G79150,0.043395
AT3G57800,AT2G29020,0.043389
AT3G57800,AT1G70580,0.043389
AT2G41070,AT5G42650,0.043389
AT5G46760,AT4G11010,0.043386
AT3G56850,AT1G22310,0.043385
AT2G18300,AT5G54300,0.043385
AT1G49720,AT5G13100,0.043384
AT1G32640,AT1G80120,0.043382
AT1G49720,AT3G17040,0.043377
AT2G41070,AT1G35430,0.043374
AT3G54620,AT5G58350,0.043374
AT3G56850,AT3G55830,0.043367
AT2G24260,AT5G11060,0.043365
AT3G56850,AT1G61790,0.043365
AT5G08130,AT1G12990,0.043364
AT5G57150,AT4G39730,0.043363
AT2G24260,AT2G43550,0.04336
AT5G28770,AT2G38980,0.043351
AT2G42280,AT1G18500,0.043351
AT3G57800,AT3G60340,0.043349
AT2G40620,AT1G19720,0.043342
AT2G18300,AT3G55640,0.043337
AT4G36730,AT3G17100,0.04333
AT4G36540,AT5G53050,0.043329
AT2G41070,AT5G60360,0.043327
AT1G19490,AT4G24760,0.043323
AT1G06070,AT5G58320,0.043321
AT2G21230,AT2G13610,0.043321
AT5G28770,AT3G24840,0.043319
AT4G36730,AT3G15290,0.043318
AT5G28770,AT5G65840,0.043316
AT4G36540,AT4G27940,0.043306
AT1G01260,AT3G57800,0.043305
AT4G36730,AT3G60340,0.0433
AT5G28770,AT1G67360,0.043298
AT1G10610,AT2G31010,0.043294
AT2G40620,AT1G22710,0.043291
AT5G28770,AT1G68190,0.04329
AT1G43700,AT2G35800,0.04328
AT3G17100,AT5G57660,0.043279
AT3G17100,AT1G13700,0.043272
AT1G19490,AT1G26761,0.043272
AT5G08130,AT5G58930,0.043265
AT5G28770,AT3G46590,0.043265
AT5G61270,AT5G24155,0.043261
AT5G10030,AT1G08320,0.043257
AT2G46270,AT5G64940,0.043253
AT3G19290,AT4G14900,0.04325
AT4G36730,AT1G19660,0.043245
AT1G43700,AT1G78150,0.043244
AT3G56850,AT1G20670,0.043239
AT2G21230,AT2G36960,0.043238
AT1G49720,AT5G55180,0.043237
AT2G41070,AT1G04820,0.043236
AT1G45249,AT1G77450,0.043233
AT1G10610,AT3G15290,0.043224
AT1G68920,AT1G69960,0.043216
AT5G28770,AT1G33170,0.043215
AT5G15830,AT3G54740,0.043213
AT1G66470,AT1G13970,0.043212
AT2G43060,AT2G01918,0.043211
AT2G41070,AT1G17880,0.0432
AT4G01120,AT1G68440,0.0432
AT2G40950,AT4G21060,0.043196
AT2G21230,AT2G45910,0.043194
AT2G21230,AT5G62090,0.043186
AT2G24260,AT3G10250,0.043177
AT1G18400,AT4G37895,0.043173
AT1G68880,AT1G59910,0.043169
AT4G00480,AT3G49260,0.043164
AT4G17880,AT1G53670,0.043158
AT1G43700,AT1G27670,0.043157
AT1G68880,AT1G19110,0.043153
AT3G56850,AT4G11010,0.043152
AT1G49720,AT1G15480,0.043148
AT5G04150,AT1G18210,0.043148
AT4G36730,AT3G12250,0.043141
AT3G19290,AT4G16760,0.043139
AT3G54620,AT4G12680,0.043138
AT1G32640,AT4G31290,0.043137
AT3G54620,AT3G19290,0.043132
AT3G54620,AT5G06950,0.04313
AT1G43700,AT5G40250,0.04313
AT2G31730,AT3G05700,0.043122
AT4G01120,AT3G61260,0.043115
AT1G43700,AT5G05850,0.043114
AT1G42990,AT1G15100,0.043114
AT5G49450,AT1G08200,0.043114
AT1G10610,AT1G74320,0.043109
AT3G56850,AT3G57800,0.043105
AT2G46270,AT2G21130,0.043104
AT1G19490,AT1G73670,0.0431
AT2G21230,AT5G05850,0.043095
AT1G06850,AT5G56990,0.043088
AT3G56850,AT5G02880,0.043086
AT5G46760,AT2G25880,0.043083
AT4G38900,AT4G14605,0.043076
AT4G36540,AT3G62260,0.043075
AT1G10120,AT5G05200,0.04307
AT2G21230,AT2G45880,0.043061
AT3G51960,AT2G40880,0.043057
AT4G34000,AT3G48690,0.043054
AT2G41070,AT1G25220,0.043049
AT1G68880,AT4G01120,0.043024
AT5G24800,AT4G14960,0.043024
AT3G58120,AT1G05600,0.043021
AT5G11260,AT5G62480,0.043019
AT5G08130,AT5G07920,0.043003
AT5G28770,AT1G19580,0.043001
AT5G11260,AT1G66510,0.043001
AT1G12860,AT2G03470,0.042998
AT5G46760,AT5G11530,0.042996
AT1G68880,AT4G39630,0.042995
AT1G61660,AT4G14550,0.042994
AT2G31280,AT2G18840,0.042978
AT5G53210,AT1G17220,0.042974
AT4G37730,AT1G69410,0.042971
AT2G46270,AT1G79530,0.042967
AT2G22850,AT5G12950,0.042965
AT3G58120,AT5G15830,0.042963
AT5G46760,AT4G31750,0.04296
AT1G68640,AT5G65280,0.042959
AT5G48560,AT1G09870,0.042957
AT5G15830,AT3G11450,0.042955
AT2G31370,AT1G19180,0.042952
AT5G46760,AT3G13910,0.042945
AT2G40620,AT2G23460,0.042944
AT1G42990,AT4G39460,0.042933
AT2G18300,AT3G23920,0.042933
AT2G40950,AT5G14640,0.04293
AT2G40620,AT1G11480,0.042927
AT3G24140,AT3G19540,0.042926
AT1G13600,AT5G64860,0.042925
AT2G24260,AT1G21680,0.042921
AT3G10800,AT2G36960,0.04292
AT3G57800,AT2G45980,0.042913
AT3G12250,AT3G03590,0.042905
AT2G21230,AT2G37650,0.042903
AT5G57150,AT1G14120,0.042902
AT4G17880,AT1G67360,0.042898
AT2G41070,AT1G10360,0.042893
AT5G28770,AT3G48610,0.042892
AT5G53210,AT1G47720,0.042889
AT1G10610,AT1G05890,0.042886
AT3G19290,AT4G29430,0.042885
AT4G36730,AT5G24800,0.042881
AT5G65640,AT1G09850,0.042877
AT3G58120,AT1G12920,0.042875
AT1G19490,AT3G18950,0.042872
AT3G47640,AT4G00050,0.042872
AT5G54680,AT1G68810,0.04287
AT2G41070,AT1G64890,0.042869
AT1G45249,AT4G03200,0.042869
AT3G54620,AT4G11010,0.042869
AT4G02640,AT4G38220,0.042866
AT3G54620,AT1G21440,0.04286
AT2G40620,AT3G57050,0.042852
AT1G43700,AT5G42950,0.042852
AT5G28770,AT5G53290,0.04285
AT5G48560,AT4G05320,0.042849
AT2G24260,AT2G46535,0.042847
AT5G38860,AT1G13700,0.042845
AT3G17100,AT2G02180,0.04284
AT1G35460,AT3G03590,0.042836
AT2G41070,AT4G17830,0.042834
AT3G56850,AT1G07480,0.042833
AT5G11260,AT3G23920,0.042829
AT1G13600,AT5G42810,0.042829
AT1G43700,AT1G30510,0.042829
AT3G10800,AT5G55860,0.042825
AT3G57800,AT4G01460,0.042824
AT5G15830,AT5G28770,0.042823
AT4G36540,AT5G28770,0.04282
AT4G38900,AT2G23460,0.042817
AT3G10800,AT3G48690,0.042816
AT2G43010,AT2G31010,0.042816
AT4G02640,AT1G36160,0.042815
AT4G36730,AT1G75560,0.042807
AT3G23210,AT1G64440,0.042805
AT2G18300,AT3G21220,0.042805
AT1G71200,AT5G10140,0.042801
AT1G05805,AT3G19553,0.042801
AT3G17100,AT5G53290,0.0428
AT1G51140,AT1G63650,0.042791
AT5G15830,AT4G04210,0.042791
AT5G06960,AT3G08720,0.042789
AT3G56850,AT1G62310,0.042778
AT1G10610,AT1G13570,0.042777
AT3G19290,AT4G24480,0.042774
AT5G46690,AT5G15190,0.042758
AT3G10800,AT1G48830,0.042757
AT4G38900,AT1G22860,0.042755
AT3G56850,AT3G26910,0.042754
AT4G02640,AT1G77800,0.042753
AT1G68920,AT4G27870,0.042752
AT4G00480,AT1G32730,0.042748
AT1G19490,AT5G02120,0.042743
AT3G56850,AT2G18990,0.042741
AT4G29100,AT5G55840,0.042741
AT1G19490,AT5G42810,0.04274
AT5G38860,AT5G57150,0.042736
AT1G19490,AT3G55640,0.042736
AT4G36060,AT5G13730,0.042733
AT4G34000,AT5G14500,0.042729
AT2G42280,AT1G09530,0.042729
AT1G18400,AT1G11960,0.042724
AT3G17100,AT1G55190,0.04272
AT1G43700,AT1G70590,0.042718
AT2G40950,AT4G15470,0.042711
AT4G00480,AT3G29575,0.042709
AT1G19490,AT3G59765,0.042707
AT1G01260,AT1G33060,0.042707
AT1G43700,AT3G59670,0.042704
AT5G61270,AT3G44100,0.042703
AT3G23690,AT3G29075,0.0427
AT3G17100,AT5G20700,0.0427
AT1G19490,AT1G23740,0.042699
AT1G43700,AT5G13930,0.042697
AT1G26260,AT1G16590,0.042696
AT4G36540,AT2G36880,0.042694
AT5G28770,AT1G78600,0.042688
AT5G08130,AT1G78700,0.042687
AT3G26744,AT5G08680,0.042682
AT1G10610,AT3G54740,0.042681
AT3G56850,AT1G16740,0.042678
AT3G56850,AT2G13610,0.042677
AT3G19290,AT1G11220,0.042672
AT2G18300,AT4G10040,0.042669
AT4G36730,AT3G03310,0.042668
AT4G17880,AT4G22200,0.04266
AT1G32640,AT2G40950,0.042654
AT2G22770,AT2G43180,0.042651
AT4G25400,AT1G13950,0.042642
AT2G47270,AT3G60690,0.042639
AT1G22070,AT2G34620,0.042638
AT4G36730,AT3G20550,0.042637
AT1G68920,AT1G61790,0.04263
AT1G74500,AT1G76065,0.04263
AT3G06590,AT1G63650,0.042616
AT5G06960,AT2G47270,0.042606
AT3G54620,AT4G02640,0.042604
AT5G53210,AT4G19710,0.042599
AT3G57800,AT4G34240,0.04259
AT3G24140,AT3G09150,0.04259
AT3G23210,AT5G54165,0.042585
AT1G68920,AT3G27020,0.042585
AT5G46760,AT4G17940,0.042584
AT4G17880,AT5G43630,0.042583
AT4G21340,AT4G00030,0.042581
AT4G36540,AT3G48610,0.042575
AT1G68640,AT1G61780,0.042574
AT3G62090,AT3G49601,0.042572
AT3G23210,AT4G24760,0.042572
AT2G21230,AT3G19780,0.042571
AT4G36540,AT1G73480,0.042569
AT1G08320,AT1G77480,0.042566
AT4G36540,AT3G23920,0.042566
AT2G24260,AT4G23050,0.042563
AT3G59060,AT4G30620,0.04256
AT4G35040,AT2G01980,0.042546
AT2G31280,AT1G74950,0.042544
AT4G36730,AT3G61060,0.042543
AT3G54620,AT1G73120,0.042535
AT4G36730,AT5G57660,0.042535
AT4G01120,AT2G26740,0.042523
AT3G47640,AT1G67360,0.042522
AT2G31280,AT1G59910,0.042521
AT1G10610,AT5G02100,0.04252
AT5G51780,AT2G43060,0.042519
AT4G38900,AT1G67792,0.042516
AT1G02340,AT5G46760,0.042514
AT1G43700,AT1G45201,0.042511
AT1G68920,AT4G33530,0.042502
AT4G17880,AT1G42990,0.042499
AT5G38860,AT4G11240,0.042499
AT4G17880,AT3G03170,0.042496
AT1G68920,AT4G15090,0.042492
AT4G38900,AT1G16710,0.042491
AT2G24260,AT5G26680,0.042488
AT5G61270,AT5G43850,0.042485
AT3G26744,AT4G03420,0.042483
AT1G68920,AT1G51540,0.042482
AT2G46270,AT3G62110,0.04248
AT5G48560,AT2G42640,0.042473
AT3G23210,AT1G27760,0.042471
AT4G36730,AT1G15740,0.04247
AT1G42990,AT1G45249,0.042459
AT5G61270,AT3G22370,0.042457
AT3G17100,AT4G08290,0.042453
AT5G28770,AT1G73920,0.042446
AT1G10610,AT4G32160,0.042442
AT3G56850,AT1G08592,0.042442
AT5G11260,AT4G17880,0.04244
AT5G11260,AT5G01260,0.042438
AT3G54620,AT5G18200,0.042437
AT5G54680,AT1G11220,0.042435
AT3G56970,AT4G30620,0.042431
AT5G08130,AT1G64142,0.042429
AT4G01120,AT5G64430,0.042429
AT2G40950,AT1G77260,0.042429
AT2G41070,AT2G42780,0.042426
AT3G47640,AT1G07150,0.042424
AT2G21230,AT3G07160,0.042421
AT4G36540,AT4G04020,0.042421
AT4G38900,AT3G05380,0.042418
AT1G71200,AT2G47010,0.042416
AT3G19290,AT3G27360,0.042414
AT5G62610,AT4G05320,0.042413
AT2G18300,AT4G39800,0.042411
AT1G69010,AT1G53800,0.04241
AT5G08130,AT5G58440,0.042407
AT5G24800,AT5G50840,0.042405
AT3G54620,AT5G63160,0.042393
AT5G54680,AT2G25880,0.042392
AT3G62090,AT1G20670,0.04239
AT4G01460,AT3G19540,0.042389
AT5G11260,AT1G77450,0.042387
AT5G46760,AT1G08190,0.042385
AT4G38900,AT5G48385,0.042381
AT1G22070,AT4G36010,0.042379
AT1G68920,AT4G33240,0.042378
AT1G10610,AT1G78370,0.042375
AT4G01120,AT2G42790,0.042374
AT3G56850,AT1G05890,0.042373
AT5G28770,AT2G41312,0.04237
AT4G30980,AT4G00570,0.04236
AT4G38900,AT1G11960,0.042348
AT1G06070,AT3G27020,0.042347
AT2G18300,AT3G62260,0.042342
AT1G68920,AT5G03150,0.042341
AT1G10610,AT3G62980,0.042337
AT1G68640,AT5G27730,0.042334
AT3G56850,AT1G72650,0.042333
AT3G10800,AT1G31050,0.042332
AT5G46760,AT5G21990,0.042332
AT3G54620,AT4G18890,0.042332
AT1G43700,AT1G80420,0.042331
AT5G28770,AT1G26670,0.04233
AT2G41070,AT1G10120,0.042322
AT1G68880,AT2G39460,0.04232
AT4G36730,AT3G55830,0.042318
AT4G01120,AT3G49470,0.042316
AT5G10030,AT5G59430,0.04231
AT5G24800,AT3G54960,0.042309
AT1G22070,AT1G01060,0.042301
AT3G10800,AT1G11220,0.042299
AT1G43700,AT5G38860,0.042297
AT3G47640,AT1G79520,0.042295
AT2G24260,AT4G28720,0.042295
AT5G44080,AT5G53220,0.042294
AT1G10610,AT2G02810,0.042294
AT3G10800,AT3G51880,0.042293
AT3G19290,AT2G35680,0.042289
AT1G68920,AT4G22220,0.042286
AT1G02340,AT4G31100,0.042285
AT5G08130,AT1G68810,0.042284
AT4G17880,AT2G18240,0.042284
AT4G02640,AT3G12480,0.042282
AT4G36540,AT4G09500,0.04228
AT1G42990,AT5G03080,0.042271
AT3G58120,AT5G07870,0.042271
AT5G65640,AT4G12910,0.042267
AT5G48560,AT3G16170,0.042249
AT4G02640,AT2G39270,0.042246
AT1G09250,AT5G60930,0.042235
AT4G36540,AT5G16990,0.042235
AT1G43700,AT3G48610,0.042228
AT3G12250,AT1G09210,0.042228
AT3G62090,AT5G19120,0.042223
AT3G17100,AT5G59960,0.042223
AT5G24800,AT1G01500,0.042218
AT3G54620,AT2G35680,0.042213
AT1G68880,AT5G05370,0.042211
AT4G17880,AT4G11570,0.042208
AT4G34000,AT3G18970,0.042203
AT1G61660,AT4G12790,0.042202
AT5G53210,AT1G33390,0.0422
AT1G06070,AT1G11220,0.042199
AT1G22070,AT3G22310,0.042195
AT1G43700,AT5G17300,0.04219
AT1G68920,AT5G49820,0.042186
AT2G16770,AT5G65140,0.042182
AT2G41070,AT1G23310,0.042176
AT5G65210,AT1G30550,0.042175
AT3G62090,AT4G31080,0.042175
AT1G68920,AT1G18500,0.042173
AT2G31730,AT5G14710,0.042167
AT5G28770,AT3G07880,0.04216
AT4G01120,AT1G75760,0.042156
AT5G08130,AT3G17810,0.042152
AT3G59060,AT5G07370,0.04215
AT3G10800,AT4G17330,0.042143
AT1G32640,AT2G14850,0.042142
AT2G16770,AT4G05020,0.04214
AT5G08130,AT4G19020,0.042139
AT1G43700,AT1G53770,0.042139
AT5G24800,AT1G77510,0.042138
AT2G18300,AT4G17880,0.042135
AT3G05800,AT3G54460,0.042133
AT1G43700,AT1G63980,0.042131
AT4G17880,AT2G04350,0.04213
AT3G12250,AT2G20610,0.042123
AT1G06070,AT4G14300,0.04212
AT2G35530,AT3G27470,0.042118
AT3G57800,AT1G33170,0.042117
AT4G01120,AT1G75030,0.042117
AT1G68880,AT4G37460,0.042114
AT1G43700,AT4G04020,0.042114
AT4G17880,AT3G56370,0.042111
AT2G46810,AT3G63160,0.042107
AT4G36540,AT4G11240,0.042104
AT1G10120,AT1G32150,0.042102
AT1G10610,AT3G61580,0.042099
AT1G06850,AT3G58120,0.042098
AT5G49450,AT3G04860,0.042092
AT4G17880,AT5G02950,0.042092
AT4G36730,AT1G33170,0.042089
AT2G31280,AT2G38040,0.042077
AT1G01260,AT3G06780,0.042076
AT1G32640,AT1G55265,0.042075
AT1G19490,AT2G39450,0.042073
AT2G46270,AT3G62530,0.042072
AT4G36540,AT1G07150,0.042067
AT4G36730,AT1G78895,0.042062
AT5G53210,AT1G12800,0.042061
AT3G10800,AT5G50230,0.042058
AT5G28770,AT4G33220,0.042048
AT5G11260,AT1G58200,0.042046
AT2G42280,AT5G27610,0.042037
AT1G74500,AT1G66500,0.04203
AT5G38860,AT1G08200,0.042023
AT3G56850,AT5G66050,0.04202
AT1G22070,AT5G13730,0.042017
AT1G22070,AT5G52560,0.042017
AT2G31730,AT3G47060,0.042012
AT3G17100,AT4G01410,0.042009
AT2G21230,AT4G04970,0.042004
AT1G43700,AT1G14360,0.042004
AT4G36730,AT3G29320,0.042002
AT1G71200,AT3G08890,0.041997
AT2G31280,AT1G11960,0.041995
AT1G19490,AT1G21410,0.041994
AT5G51780,AT4G34138,0.041994
AT5G28770,AT5G47420,0.041994
AT3G19860,AT1G19000,0.041992
AT5G46760,AT1G18500,0.041987
AT2G42380,AT3G13980,0.041982
AT1G06070,AT2G21300,0.041981
AT2G31280,AT5G58440,0.041981
AT3G10800,AT4G24480,0.04198
AT1G49720,AT3G27210,0.041979
AT1G43700,AT5G63980,0.041979
AT1G31050,AT4G03420,0.041972
AT4G36730,AT5G19120,0.041969
AT3G17100,AT1G26800,0.041968
AT1G42990,AT3G21220,0.041968
AT3G19290,AT5G63640,0.041967
AT2G21230,AT5G56270,0.041963
AT3G19290,AT2G39270,0.041963
AT4G17880,AT2G45685,0.041955
AT5G61270,AT1G08200,0.041955
AT1G68880,AT2G17360,0.041955
AT1G49720,AT5G04885,0.041952
AT5G54680,AT4G11010,0.041951
AT1G06070,AT2G14740,0.04195
AT5G65210,AT3G55830,0.04195
AT5G49450,AT1G01240,0.041946
AT4G38900,AT2G22300,0.04193
AT3G62090,AT1G02340,0.04193
AT4G00050,AT3G24840,0.04193
AT1G45249,AT1G04120,0.041925
AT4G36540,AT4G11570,0.041924
AT1G68880,AT5G05660,0.041922
AT1G68880,AT4G14900,0.041922
AT1G68640,AT1G77920,0.041922
AT1G68920,AT1G73080,0.041916
AT3G17100,AT2G23320,0.041914
AT1G69010,AT4G14550,0.041913
AT2G31370,AT2G10940,0.04191
AT3G62090,AT1G55480,0.041909
AT2G24260,AT1G01720,0.041909
AT2G40950,AT1G32640,0.041908
AT4G30410,AT3G29575,0.041905
AT2G41070,AT4G02500,0.041904
AT1G13600,AT1G66130,0.041895
AT3G62090,AT5G41110,0.04189
AT1G22070,AT4G26910,0.041889
AT1G63650,AT3G44320,0.041884
AT4G02640,AT5G62090,0.04188
AT1G06070,AT4G38900,0.041874
AT2G21230,AT4G11800,0.041872
AT1G19490,AT4G01070,0.04187
AT1G68920,AT3G59650,0.041865
AT2G46510,AT5G05250,0.041864
AT1G19490,AT5G64170,0.041863
AT3G10800,AT3G53390,0.041862
AT5G46760,AT5G59590,0.041858
AT4G14410,AT5G38410,0.041857
AT1G19490,AT5G43850,0.041857
AT3G56850,AT2G48010,0.041854
AT1G66470,AT2G38650,0.041854
AT5G61270,AT5G53280,0.04185
AT3G47640,AT1G56170,0.041849
AT1G19490,AT4G01280,0.041845
AT2G31280,AT1G71015,0.041841
AT1G45249,AT2G39170,0.04184
AT1G43700,AT5G21930,0.041838
AT1G06070,AT1G04635,0.041833
AT2G41070,AT4G11600,0.041833
AT5G62610,AT1G70700,0.041832
AT2G31370,AT2G38465,0.04182
AT3G12250,AT3G49870,0.04182
AT3G62090,AT5G07010,0.041819
AT5G28770,AT5G54165,0.041808
AT1G68880,AT4G36032,0.041805
AT1G10610,AT1G63980,0.041805
AT2G40950,AT4G19110,0.041805
AT2G18300,AT1G27760,0.041804
AT4G36730,AT3G58640,0.041802
AT3G23210,AT5G63700,0.041799
AT2G21230,AT5G63620,0.041796
AT4G02640,AT5G58160,0.041793
AT1G19490,AT3G62260,0.041783
AT1G66470,AT3G53350,0.041783
AT4G38900,AT5G41110,0.04178
AT4G36540,AT5G43850,0.041761
AT3G17100,AT5G23050,0.041759
AT5G61270,AT5G03190,0.041755
AT4G30180,AT3G50800,0.041754
AT3G19290,AT5G55860,0.041751
AT4G36730,AT4G35260,0.041751
AT2G43060,AT2G38820,0.041748
AT5G06960,AT2G15480,0.041747
AT3G17100,AT3G52850,0.041744
AT5G24800,AT5G67230,0.041744
AT4G36730,AT3G01510,0.041736
AT5G61270,AT1G27760,0.041736
AT2G31280,AT1G24460,0.041734
AT5G46760,AT1G36160,0.04173
AT1G12860,AT1G23750,0.04173
AT1G19490,AT1G49780,0.041726
AT1G06070,AT1G59910,0.041722
AT1G06070,AT5G04460,0.041718
AT1G10610,AT1G66760,0.041717
AT1G09250,AT1G31230,0.041715
AT3G17100,AT5G37260,0.041708
AT3G26744,AT3G15420,0.041706
AT2G18300,AT1G77450,0.041704
AT5G57150,AT1G43670,0.041702
AT1G49720,AT1G64460,0.041701
AT4G29100,AT4G21060,0.041701
AT5G46760,AT5G11700,0.041698
AT2G41070,AT3G46970,0.041696
AT5G11260,AT5G16200,0.041693
AT3G57800,AT3G18710,0.041686
AT5G61270,AT3G18710,0.041686
AT3G54620,AT3G02140,0.041685
AT2G47270,AT2G23590,0.041685
AT1G43700,AT5G54569,0.041684
AT3G17100,AT1G04250,0.041684
AT1G06850,AT2G38980,0.041681
AT1G68920,AT1G19110,0.041675
AT4G36930,AT2G03120,0.041664
AT4G17880,AT1G12370,0.041663
AT1G49720,AT3G47295,0.041658
AT1G68920,AT1G68880,0.041655
AT4G38900,AT5G42950,0.041655
AT2G42280,AT1G73120,0.041652
AT3G47640,AT4G28290,0.041652
AT2G31280,AT2G22530,0.041649
AT3G17100,AT2G41710,0.041648
AT3G56850,AT1G02660,0.041642
AT3G54620,AT3G62530,0.041642
AT3G17100,AT3G07880,0.041642
AT3G19860,AT1G03970,0.041641
AT5G48560,AT3G14160,0.041637
AT1G66470,AT3G44320,0.041635
AT5G06960,AT1G79060,0.041634
